"Component","Version","Latest version","CVE","Matching type","CVSS","CVE publication date","Object compilation date","Object","Object full path","Object SHA1","CVSS3","CVSS vector (v2)","CVSS vector (v3)","Distribution package","CVSS (Distribution)","CVSS3 (Distribution)","Triage vectors","Note type","Note reason","Vulnerability URL"
"openssl","1.0.2j","1.1.1g","CVE-2019-1563","Exact match","4.3","2019-09-10T17:15:00Z","2018-08-20T12:15:56Z","ssleay32.dll","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/Data1.cab:ssleay32.dll","1d7474b24a00281f029addf543ef35c01910824b","3.7","AV:N/AC:M/Au:N:/C:P/I:N/A:N","AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2019-1563"
"openssl","1.0.2j","1.1.1g","CVE-2017-3736","Exact match","4.0","2017-11-02T17:29:00Z","2018-08-20T12:15:42Z","libeay32.dll","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/Data1.cab:libeay32.dll","4d72c6085dfd27536d58263ba30b606bbd197dbc","6.5","AV:N/AC:L/Au:S:/C:P/I:N/A:N","AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2017-3736"
"openssl","1.0.2j","1.1.1g","CVE-2017-3736","Exact match","4.0","2017-11-02T17:29:00Z","2018-08-20T12:15:56Z","ssleay32.dll","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/Data1.cab:ssleay32.dll","1d7474b24a00281f029addf543ef35c01910824b","6.5","AV:N/AC:L/Au:S:/C:P/I:N/A:N","AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2017-3736"
"openssl","1.0.2j","1.1.1g","CVE-2016-7055","Exact match","2.6","2017-05-04T20:29:00Z","2018-08-20T12:15:42Z","libeay32.dll","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/Data1.cab:libeay32.dll","4d72c6085dfd27536d58263ba30b606bbd197dbc","5.9","AV:N/AC:H/Au:N:/C:N/I:N/A:P","AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2016-7055"
"openssl","1.0.2j","1.1.1g","CVE-2016-7055","Exact match","2.6","2017-05-04T20:29:00Z","2018-08-20T12:15:56Z","ssleay32.dll","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/Data1.cab:ssleay32.dll","1d7474b24a00281f029addf543ef35c01910824b","5.9","AV:N/AC:H/Au:N:/C:N/I:N/A:P","AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2016-7055"
"openssl","1.0.2j","1.1.1g","CVE-2019-1547","Exact match","1.9","2019-09-10T17:15:00Z","2018-08-20T12:15:42Z","libeay32.dll","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/Data1.cab:libeay32.dll","4d72c6085dfd27536d58263ba30b606bbd197dbc","4.7","AV:L/AC:M/Au:N:/C:P/I:N/A:N","AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:N/A:N","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2019-1547"
"openssl","1.0.2j","1.1.1g","CVE-2019-1547","Exact match","1.9","2019-09-10T17:15:00Z","2018-08-20T12:15:56Z","ssleay32.dll","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/Data1.cab:ssleay32.dll","1d7474b24a00281f029addf543ef35c01910824b","4.7","AV:L/AC:M/Au:N:/C:P/I:N/A:N","AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:N/A:N","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2019-1547"
"openssl","1.0.2j","1.1.1g","CVE-2018-5407","Exact match","1.9","2018-11-15T21:29:00Z","2018-08-20T12:15:42Z","libeay32.dll","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/Data1.cab:libeay32.dll","4d72c6085dfd27536d58263ba30b606bbd197dbc","4.7","AV:L/AC:M/Au:N:/C:P/I:N/A:N","AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:N/A:N","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2018-5407"
"openssl","1.0.2j","1.1.1g","CVE-2018-5407","Exact match","1.9","2018-11-15T21:29:00Z","2018-08-20T12:15:56Z","ssleay32.dll","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/Data1.cab:ssleay32.dll","1d7474b24a00281f029addf543ef35c01910824b","4.7","AV:L/AC:M/Au:N:/C:P/I:N/A:N","AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:N/A:N","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2018-5407"
"openssl","1.0.2j","1.1.1g","CVE-2019-1552","Exact match","1.9","2019-07-30T17:15:00Z","2018-08-20T12:15:42Z","libeay32.dll","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/Data1.cab:libeay32.dll","4d72c6085dfd27536d58263ba30b606bbd197dbc","3.3","AV:L/AC:M/Au:N:/C:N/I:P/A:N","AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:N","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2019-1552"
"openssl","1.0.2j","1.1.1g","CVE-2019-1552","Exact match","1.9","2019-07-30T17:15:00Z","2018-08-20T12:15:56Z","ssleay32.dll","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/Data1.cab:ssleay32.dll","1d7474b24a00281f029addf543ef35c01910824b","3.3","AV:L/AC:M/Au:N:/C:N/I:P/A:N","AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:N","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2019-1552"
"pcre","","8.44","CVE-2015-8391","Exact match (timestamp)","9.0","2015-12-02T01:59:00Z","2019-10-17T04:53:02Z","CodeMeterCC.exe","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/DeviceXPlorer OPC Server 6 (x64).msi:ISSetupFile.SetupFile1:Redist/CodeMeter/Runtime/bin/CodeMeterCC.exe","bbe45ad855519ed429a021bc1e4fbb6ddae3a20b","0.0","AV:N/AC:L/Au:N:/C:P/I:P/A:C","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2015-8391"
"pcre","","8.44","CVE-2015-8391","Exact match (timestamp)","9.0","2015-12-02T01:59:00Z","2013-07-23T11:33:12Z","pocofoundation64.dll","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/Data1.cab:pocofoundation64.dll","172b1178c701db9d36361b1b2d632122a49b850c","0.0","AV:N/AC:L/Au:N:/C:P/I:P/A:C","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2015-8391"
"pcre","","8.44","CVE-2017-11164","Exact match (timestamp)","7.8","2017-07-11T03:29:00Z","2019-10-17T04:53:02Z","CodeMeterCC.exe","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/DeviceXPlorer OPC Server 6 (x64).msi:ISSetupFile.SetupFile1:Redist/CodeMeter/Runtime/bin/CodeMeterCC.exe","bbe45ad855519ed429a021bc1e4fbb6ddae3a20b","7.5","AV:N/AC:L/Au:N:/C:N/I:N/A:C","AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2017-11164"
"pcre","","8.44","CVE-2017-11164","Exact match (timestamp)","7.8","2017-07-11T03:29:00Z","2013-07-23T11:33:12Z","pocofoundation64.dll","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/Data1.cab:pocofoundation64.dll","172b1178c701db9d36361b1b2d632122a49b850c","7.5","AV:N/AC:L/Au:N:/C:N/I:N/A:C","AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2017-11164"
"pcre","","8.44","CVE-2016-3191","Exact match (timestamp)","7.5","2016-03-17T23:59:00Z","2019-10-17T04:53:02Z","CodeMeterCC.exe","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/DeviceXPlorer OPC Server 6 (x64).msi:ISSetupFile.SetupFile1:Redist/CodeMeter/Runtime/bin/CodeMeterCC.exe","bbe45ad855519ed429a021bc1e4fbb6ddae3a20b","9.8","AV:N/AC:L/Au:N:/C:P/I:P/A:P","AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2016-3191"
"pcre","","8.44","CVE-2016-3191","Exact match (timestamp)","7.5","2016-03-17T23:59:00Z","2013-07-23T11:33:12Z","pocofoundation64.dll","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/Data1.cab:pocofoundation64.dll","172b1178c701db9d36361b1b2d632122a49b850c","9.8","AV:N/AC:L/Au:N:/C:P/I:P/A:P","AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2016-3191"
"pcre","","8.44","CVE-2016-1283","Exact match (timestamp)","7.5","2016-01-03T00:59:00Z","2019-10-17T04:53:02Z","CodeMeterCC.exe","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/DeviceXPlorer OPC Server 6 (x64).msi:ISSetupFile.SetupFile1:Redist/CodeMeter/Runtime/bin/CodeMeterCC.exe","bbe45ad855519ed429a021bc1e4fbb6ddae3a20b","9.8","AV:N/AC:L/Au:N:/C:P/I:P/A:P","AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2016-1283"
"pcre","","8.44","CVE-2016-1283","Exact match (timestamp)","7.5","2016-01-03T00:59:00Z","2013-07-23T11:33:12Z","pocofoundation64.dll","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/Data1.cab:pocofoundation64.dll","172b1178c701db9d36361b1b2d632122a49b850c","9.8","AV:N/AC:L/Au:N:/C:P/I:P/A:P","AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2016-1283"
"pcre","","8.44","CVE-2015-3210","Exact match (timestamp)","7.5","2016-12-13T16:59:00Z","2019-10-17T04:53:02Z","CodeMeterCC.exe","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/DeviceXPlorer OPC Server 6 (x64).msi:ISSetupFile.SetupFile1:Redist/CodeMeter/Runtime/bin/CodeMeterCC.exe","bbe45ad855519ed429a021bc1e4fbb6ddae3a20b","9.8","AV:N/AC:L/Au:N:/C:P/I:P/A:P","AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2015-3210"
"pcre","","8.44","CVE-2015-3210","Exact match (timestamp)","7.5","2016-12-13T16:59:00Z","2013-07-23T11:33:12Z","pocofoundation64.dll","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/Data1.cab:pocofoundation64.dll","172b1178c701db9d36361b1b2d632122a49b850c","9.8","AV:N/AC:L/Au:N:/C:P/I:P/A:P","AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2015-3210"
"pcre","","8.44","CVE-2014-9769","Exact match (timestamp)","7.5","2016-03-28T16:59:00Z","2019-10-17T04:53:02Z","CodeMeterCC.exe","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/DeviceXPlorer OPC Server 6 (x64).msi:ISSetupFile.SetupFile1:Redist/CodeMeter/Runtime/bin/CodeMeterCC.exe","bbe45ad855519ed429a021bc1e4fbb6ddae3a20b","7.3","AV:N/AC:L/Au:N:/C:P/I:P/A:P","AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2014-9769"
"pcre","","8.44","CVE-2014-9769","Exact match (timestamp)","7.5","2016-03-28T16:59:00Z","2013-07-23T11:33:12Z","pocofoundation64.dll","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/Data1.cab:pocofoundation64.dll","172b1178c701db9d36361b1b2d632122a49b850c","7.3","AV:N/AC:L/Au:N:/C:P/I:P/A:P","AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2014-9769"
"pcre","","8.44","CVE-2015-8395","Exact match (timestamp)","7.5","2015-12-02T01:59:00Z","2019-10-17T04:53:02Z","CodeMeterCC.exe","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/DeviceXPlorer OPC Server 6 (x64).msi:ISSetupFile.SetupFile1:Redist/CodeMeter/Runtime/bin/CodeMeterCC.exe","bbe45ad855519ed429a021bc1e4fbb6ddae3a20b","0.0","AV:N/AC:L/Au:N:/C:P/I:P/A:P","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2015-8395"
"pcre","","8.44","CVE-2015-8395","Exact match (timestamp)","7.5","2015-12-02T01:59:00Z","2013-07-23T11:33:12Z","pocofoundation64.dll","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/Data1.cab:pocofoundation64.dll","172b1178c701db9d36361b1b2d632122a49b850c","0.0","AV:N/AC:L/Au:N:/C:P/I:P/A:P","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2015-8395"
"pcre","","8.44","CVE-2015-8394","Exact match (timestamp)","7.5","2015-12-02T01:59:00Z","2019-10-17T04:53:02Z","CodeMeterCC.exe","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/DeviceXPlorer OPC Server 6 (x64).msi:ISSetupFile.SetupFile1:Redist/CodeMeter/Runtime/bin/CodeMeterCC.exe","bbe45ad855519ed429a021bc1e4fbb6ddae3a20b","0.0","AV:N/AC:L/Au:N:/C:P/I:P/A:P","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2015-8394"
"pcre","","8.44","CVE-2015-8394","Exact match (timestamp)","7.5","2015-12-02T01:59:00Z","2013-07-23T11:33:12Z","pocofoundation64.dll","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/Data1.cab:pocofoundation64.dll","172b1178c701db9d36361b1b2d632122a49b850c","0.0","AV:N/AC:L/Au:N:/C:P/I:P/A:P","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2015-8394"
"pcre","","8.44","CVE-2015-8392","Exact match (timestamp)","7.5","2015-12-02T01:59:00Z","2019-10-17T04:53:02Z","CodeMeterCC.exe","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/DeviceXPlorer OPC Server 6 (x64).msi:ISSetupFile.SetupFile1:Redist/CodeMeter/Runtime/bin/CodeMeterCC.exe","bbe45ad855519ed429a021bc1e4fbb6ddae3a20b","0.0","AV:N/AC:L/Au:N:/C:P/I:P/A:P","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2015-8392"
"pcre","","8.44","CVE-2015-8392","Exact match (timestamp)","7.5","2015-12-02T01:59:00Z","2013-07-23T11:33:12Z","pocofoundation64.dll","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/Data1.cab:pocofoundation64.dll","172b1178c701db9d36361b1b2d632122a49b850c","0.0","AV:N/AC:L/Au:N:/C:P/I:P/A:P","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2015-8392"
"pcre","","8.44","CVE-2015-8390","Exact match (timestamp)","7.5","2015-12-02T01:59:00Z","2019-10-17T04:53:02Z","CodeMeterCC.exe","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/DeviceXPlorer OPC Server 6 (x64).msi:ISSetupFile.SetupFile1:Redist/CodeMeter/Runtime/bin/CodeMeterCC.exe","bbe45ad855519ed429a021bc1e4fbb6ddae3a20b","0.0","AV:N/AC:L/Au:N:/C:P/I:P/A:P","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2015-8390"
"pcre","","8.44","CVE-2015-8390","Exact match (timestamp)","7.5","2015-12-02T01:59:00Z","2013-07-23T11:33:12Z","pocofoundation64.dll","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/Data1.cab:pocofoundation64.dll","172b1178c701db9d36361b1b2d632122a49b850c","0.0","AV:N/AC:L/Au:N:/C:P/I:P/A:P","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2015-8390"
"pcre","","8.44","CVE-2015-8389","Exact match (timestamp)","7.5","2015-12-02T01:59:00Z","2019-10-17T04:53:02Z","CodeMeterCC.exe","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/DeviceXPlorer OPC Server 6 (x64).msi:ISSetupFile.SetupFile1:Redist/CodeMeter/Runtime/bin/CodeMeterCC.exe","bbe45ad855519ed429a021bc1e4fbb6ddae3a20b","0.0","AV:N/AC:L/Au:N:/C:P/I:P/A:P","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2015-8389"
"pcre","","8.44","CVE-2015-8389","Exact match (timestamp)","7.5","2015-12-02T01:59:00Z","2013-07-23T11:33:12Z","pocofoundation64.dll","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/Data1.cab:pocofoundation64.dll","172b1178c701db9d36361b1b2d632122a49b850c","0.0","AV:N/AC:L/Au:N:/C:P/I:P/A:P","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2015-8389"
"pcre","","8.44","CVE-2015-8388","Exact match (timestamp)","7.5","2015-12-02T01:59:00Z","2019-10-17T04:53:02Z","CodeMeterCC.exe","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/DeviceXPlorer OPC Server 6 (x64).msi:ISSetupFile.SetupFile1:Redist/CodeMeter/Runtime/bin/CodeMeterCC.exe","bbe45ad855519ed429a021bc1e4fbb6ddae3a20b","0.0","AV:N/AC:L/Au:N:/C:P/I:P/A:P","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2015-8388"
"pcre","","8.44","CVE-2015-8388","Exact match (timestamp)","7.5","2015-12-02T01:59:00Z","2013-07-23T11:33:12Z","pocofoundation64.dll","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/Data1.cab:pocofoundation64.dll","172b1178c701db9d36361b1b2d632122a49b850c","0.0","AV:N/AC:L/Au:N:/C:P/I:P/A:P","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2015-8388"
"pcre","","8.44","CVE-2015-8387","Exact match (timestamp)","7.5","2015-12-02T01:59:00Z","2019-10-17T04:53:02Z","CodeMeterCC.exe","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/DeviceXPlorer OPC Server 6 (x64).msi:ISSetupFile.SetupFile1:Redist/CodeMeter/Runtime/bin/CodeMeterCC.exe","bbe45ad855519ed429a021bc1e4fbb6ddae3a20b","0.0","AV:N/AC:L/Au:N:/C:P/I:P/A:P","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2015-8387"
"pcre","","8.44","CVE-2015-8387","Exact match (timestamp)","7.5","2015-12-02T01:59:00Z","2013-07-23T11:33:12Z","pocofoundation64.dll","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/Data1.cab:pocofoundation64.dll","172b1178c701db9d36361b1b2d632122a49b850c","0.0","AV:N/AC:L/Au:N:/C:P/I:P/A:P","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2015-8387"
"pcre","","8.44","CVE-2015-8386","Exact match (timestamp)","7.5","2015-12-02T01:59:00Z","2019-10-17T04:53:02Z","CodeMeterCC.exe","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/DeviceXPlorer OPC Server 6 (x64).msi:ISSetupFile.SetupFile1:Redist/CodeMeter/Runtime/bin/CodeMeterCC.exe","bbe45ad855519ed429a021bc1e4fbb6ddae3a20b","0.0","AV:N/AC:L/Au:N:/C:P/I:P/A:P","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2015-8386"
"pcre","","8.44","CVE-2015-8386","Exact match (timestamp)","7.5","2015-12-02T01:59:00Z","2013-07-23T11:33:12Z","pocofoundation64.dll","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/Data1.cab:pocofoundation64.dll","172b1178c701db9d36361b1b2d632122a49b850c","0.0","AV:N/AC:L/Au:N:/C:P/I:P/A:P","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2015-8386"
"pcre","","8.44","CVE-2015-8385","Exact match (timestamp)","7.5","2015-12-02T01:59:00Z","2019-10-17T04:53:02Z","CodeMeterCC.exe","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/DeviceXPlorer OPC Server 6 (x64).msi:ISSetupFile.SetupFile1:Redist/CodeMeter/Runtime/bin/CodeMeterCC.exe","bbe45ad855519ed429a021bc1e4fbb6ddae3a20b","0.0","AV:N/AC:L/Au:N:/C:P/I:P/A:P","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2015-8385"
"pcre","","8.44","CVE-2015-8385","Exact match (timestamp)","7.5","2015-12-02T01:59:00Z","2013-07-23T11:33:12Z","pocofoundation64.dll","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/Data1.cab:pocofoundation64.dll","172b1178c701db9d36361b1b2d632122a49b850c","0.0","AV:N/AC:L/Au:N:/C:P/I:P/A:P","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2015-8385"
"pcre","","8.44","CVE-2015-8384","Exact match (timestamp)","7.5","2015-12-02T01:59:00Z","2019-10-17T04:53:02Z","CodeMeterCC.exe","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/DeviceXPlorer OPC Server 6 (x64).msi:ISSetupFile.SetupFile1:Redist/CodeMeter/Runtime/bin/CodeMeterCC.exe","bbe45ad855519ed429a021bc1e4fbb6ddae3a20b","0.0","AV:N/AC:L/Au:N:/C:P/I:P/A:P","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2015-8384"
"pcre","","8.44","CVE-2015-8384","Exact match (timestamp)","7.5","2015-12-02T01:59:00Z","2013-07-23T11:33:12Z","pocofoundation64.dll","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/Data1.cab:pocofoundation64.dll","172b1178c701db9d36361b1b2d632122a49b850c","0.0","AV:N/AC:L/Au:N:/C:P/I:P/A:P","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2015-8384"
"pcre","","8.44","CVE-2015-8383","Exact match (timestamp)","7.5","2015-12-02T01:59:00Z","2019-10-17T04:53:02Z","CodeMeterCC.exe","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/DeviceXPlorer OPC Server 6 (x64).msi:ISSetupFile.SetupFile1:Redist/CodeMeter/Runtime/bin/CodeMeterCC.exe","bbe45ad855519ed429a021bc1e4fbb6ddae3a20b","0.0","AV:N/AC:L/Au:N:/C:P/I:P/A:P","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2015-8383"
"pcre","","8.44","CVE-2015-8383","Exact match (timestamp)","7.5","2015-12-02T01:59:00Z","2013-07-23T11:33:12Z","pocofoundation64.dll","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/Data1.cab:pocofoundation64.dll","172b1178c701db9d36361b1b2d632122a49b850c","0.0","AV:N/AC:L/Au:N:/C:P/I:P/A:P","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2015-8383"
"pcre","","8.44","CVE-2015-8381","Exact match (timestamp)","7.5","2015-12-02T01:59:00Z","2019-10-17T04:53:02Z","CodeMeterCC.exe","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/DeviceXPlorer OPC Server 6 (x64).msi:ISSetupFile.SetupFile1:Redist/CodeMeter/Runtime/bin/CodeMeterCC.exe","bbe45ad855519ed429a021bc1e4fbb6ddae3a20b","0.0","AV:N/AC:L/Au:N:/C:P/I:P/A:P","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2015-8381"
"pcre","","8.44","CVE-2015-8381","Exact match (timestamp)","7.5","2015-12-02T01:59:00Z","2013-07-23T11:33:12Z","pocofoundation64.dll","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/Data1.cab:pocofoundation64.dll","172b1178c701db9d36361b1b2d632122a49b850c","0.0","AV:N/AC:L/Au:N:/C:P/I:P/A:P","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2015-8381"
"pcre","","8.44","CVE-2015-8380","Exact match (timestamp)","7.5","2015-12-02T01:59:00Z","2019-10-17T04:53:02Z","CodeMeterCC.exe","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/DeviceXPlorer OPC Server 6 (x64).msi:ISSetupFile.SetupFile1:Redist/CodeMeter/Runtime/bin/CodeMeterCC.exe","bbe45ad855519ed429a021bc1e4fbb6ddae3a20b","0.0","AV:N/AC:L/Au:N:/C:P/I:P/A:P","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2015-8380"
"pcre","","8.44","CVE-2015-8380","Exact match (timestamp)","7.5","2015-12-02T01:59:00Z","2013-07-23T11:33:12Z","pocofoundation64.dll","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/Data1.cab:pocofoundation64.dll","172b1178c701db9d36361b1b2d632122a49b850c","0.0","AV:N/AC:L/Au:N:/C:P/I:P/A:P","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2015-8380"
"pcre","","8.44","CVE-2015-2328","Exact match (timestamp)","7.5","2015-12-02T01:59:00Z","2019-10-17T04:53:02Z","CodeMeterCC.exe","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/DeviceXPlorer OPC Server 6 (x64).msi:ISSetupFile.SetupFile1:Redist/CodeMeter/Runtime/bin/CodeMeterCC.exe","bbe45ad855519ed429a021bc1e4fbb6ddae3a20b","0.0","AV:N/AC:L/Au:N:/C:P/I:P/A:P","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2015-2328"
"pcre","","8.44","CVE-2015-2328","Exact match (timestamp)","7.5","2015-12-02T01:59:00Z","2013-07-23T11:33:12Z","pocofoundation64.dll","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/Data1.cab:pocofoundation64.dll","172b1178c701db9d36361b1b2d632122a49b850c","0.0","AV:N/AC:L/Au:N:/C:P/I:P/A:P","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2015-2328"
"pcre","","8.44","CVE-2015-2327","Exact match (timestamp)","7.5","2015-12-02T01:59:00Z","2019-10-17T04:53:02Z","CodeMeterCC.exe","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/DeviceXPlorer OPC Server 6 (x64).msi:ISSetupFile.SetupFile1:Redist/CodeMeter/Runtime/bin/CodeMeterCC.exe","bbe45ad855519ed429a021bc1e4fbb6ddae3a20b","0.0","AV:N/AC:L/Au:N:/C:P/I:P/A:P","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2015-2327"
"pcre","","8.44","CVE-2015-2327","Exact match (timestamp)","7.5","2015-12-02T01:59:00Z","2013-07-23T11:33:12Z","pocofoundation64.dll","v6001_DL_64bit.zip:v6001_DL_64bit/OpcServer_x64/Data1.cab:pocofoundation64.dll","172b1178c701db9d36361b1b2d632122a49b850c","0.0","AV:N/AC:L/Au:N:/C:P/I:P/A:P","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2015-2327"
